Nozzle_Capi,Katman_Yuksekligi,Nozzle_Sicakligi,Yatak_Sicakligi,Ortam_Sicakligi,Baski_Hizi,Filament_Tipi,Doluluk_Orani,Doluluk_Deseni,Utuleme,Destek_Tipi,Renk_Degisimi_Sayisi,Hata_Detayi,Baski_Durumu
0.2,0.2,276,67,27.0,320.0,ASA,28,Cubic,0,Normal,46,Warping,0
0.8,0.28,214,67,45.0,93.0,TPU,39,Gyroid,0,Yok,26,Tikanma,0
0.2,0.12,247,113,21.0,271.0,PETG,81,Lightning,0,Yok,16,Ipliklenme,0
0.4,0.28,264,64,47.0,,TPU,59,Grid,1,Yok,17,Ipliklenme,0
0.6,0.08,222,65,29.0,85.0,PETG,53,Lightning,1,Tree,19,Basarili,1
0.6,0.16,277,114,58.0,217.0,PETG,81,Lightning,1,Normal,43,Ipliklenme,0
0.6,0.2,255,110,56.0,79.0,ASA,99,Lightning,1,Yok,41,Basarili,1
0.6,0.28,219,56,58.0,331.0,ABS,63,Lightning,0,Yok,40,Warping,0
0.4,0.2,270,46,40.0,134.0,ASA,87,Gyroid,0,Yok,7,Warping,0
0.6,0.28,223,95,,406.0,PLA,97,Gyroid,1,Yok,39,Basarili,1
0.2,0.08,275,103,57.0,170.0,TPU,26,Grid,0,Tree,10,Ipliklenme,0
0.6,0.12,258,59,52.0,336.0,PLA,89,Cubic,0,Tree,29,Basarili,1
0.4,0.2,237,77,30.0,297.0,PETG,65,Cubic,0,Yok,11,Basarili,1
0.6,0.2,229,114,,233.0,ASA,84,Lightning,0,Normal,22,Warping,0
0.4,0.12,240,97,52.0,302.0,PLA,34,Lightning,1,Normal,5,Basarili,1
0.4,0.2,269,55,22.0,322.0,PLA,73,Gyroid,1,Yok,34,Basarili,0
0.4,0.2,202,90,45.0,258.0,PLA,64,Cubic,0,Yok,14,Tikanma,0
0.6,0.28,279,66,34.0,403.0,PETG,10,Grid,0,Yok,37,Spagetti,0
0.2,0.28,220,90,33.0,431.0,PETG,89,Lightning,0,Yok,27,Spagetti,0
0.2,0.12,228,114,42.0,73.0,PETG,15,Gyroid,0,Normal,6,Basarili,1
0.4,0.08,252,55,27.0,171.0,PLA,28,Lightning,0,Yok,5,Basarili,1
0.4,0.2,237,99,55.0,274.0,TPU,96,Lightning,1,Tree,26,Tikanma,0
0.6,0.08,276,79,39.0,437.0,ASA,83,Gyroid,0,Tree,1,Warping,0
0.4,0.12,237,106,25.0,442.0,ASA,55,Cubic,1,Yok,5,Warping,0
0.8,0.12,250,41,52.0,435.0,PETG,23,Cubic,0,Yok,31,Ipliklenme,0
0.4,0.28,201,87,47.0,172.0,PLA,54,Lightning,0,Normal,28,Basarili,0
0.4,0.2,267,91,57.0,343.0,TPU,85,Cubic,0,Tree,33,Ipliklenme,0
0.6,0.16,245,63,49.0,222.0,ABS,7,Gyroid,0,Tree,0,Warping,0
0.4,0.12,207,41,36.0,192.0,PETG,7,Cubic,0,Yok,14,Basarili,1
0.4,0.2,216,104,28.0,436.0,ABS,96,Lightning,1,Yok,9,Warping,0
0.4,0.08,217,59,47.0,218.0,ASA,35,Lightning,0,Tree,9,Basarili,1
0.6,0.28,271,73,26.0,106.0,ASA,51,Gyroid,0,Normal,9,Warping,0
0.4,0.08,269,80,47.0,91.0,TPU,12,Lightning,0,Yok,36,Ipliklenme,0
0.8,0.12,241,80,36.0,358.0,TPU,21,Cubic,0,Tree,31,Tikanma,0
0.8,0.12,205,114,59.0,168.0,ABS,95,Gyroid,0,Yok,35,Basarili,1
0.4,0.08,266,62,24.0,170.0,ASA,49,Lightning,1,Yok,24,Warping,0
0.4,0.12,247,77,24.0,361.0,TPU,64,Gyroid,0,Yok,14,Ipliklenme,0
0.4,0.2,198,83,33.0,300.0,TPU,79,Gyroid,0,Tree,8,Tikanma,0
0.2,0.12,215,106,25.0,392.0,ASA,25,Cubic,0,Yok,15,Warping,0
0.2,0.28,217,101,26.0,381.0,ASA,74,Cubic,0,Yok,40,Spagetti,0
0.4,0.2,266,51,,390.0,PLA,25,Grid,0,Tree,18,Basarili,1
0.4,0.16,225,69,28.0,,TPU,62,Gyroid,1,Tree,45,Tikanma,0
0.6,0.12,198,104,50.0,386.0,ABS,59,Cubic,0,Yok,43,Tikanma,0
0.6,0.12,236,80,,231.0,PETG,32,Lightning,0,Yok,11,Basarili,1
0.6,0.28,267,59,28.0,214.0,PETG,85,Grid,0,Yok,34,Ipliklenme,0
0.4,0.28,240,45,35.0,,ASA,86,Grid,0,Normal,42,Warping,0
0.4,0.08,265,114,55.0,,ABS,79,Lightning,0,Yok,4,Basarili,1
0.4,0.08,246,43,53.0,60.0,PLA,50,Cubic,0,Yok,37,Basarili,1
0.8,0.08,221,49,32.0,231.0,TPU,48,Gyroid,0,Yok,5,Tikanma,0
0.2,0.28,256,90,38.0,300.0,PLA,93,Grid,1,Tree,13,Basarili,1
0.6,0.08,246,77,31.0,187.0,ABS,98,Lightning,0,Tree,47,Warping,0
0.4,0.08,243,40,55.0,267.0,PLA,29,Lightning,0,Yok,11,Basarili,1
0.4,0.16,205,47,29.0,288.0,ASA,75,Lightning,0,Yok,49,Tikanma,0
0.6,0.08,251,102,35.0,420.0,PETG,53,Lightning,0,Yok,21,Ipliklenme,0
0.4,0.12,273,72,47.0,386.0,ASA,50,Grid,0,Yok,44,Warping,0
0.6,0.28,245,54,38.0,136.0,TPU,95,Gyroid,0,Normal,40,Tikanma,0
0.8,0.2,212,70,59.0,347.0,ASA,94,Cubic,0,Tree,49,Warping,0
0.4,0.16,206,60,25.0,342.0,ABS,67,Lightning,0,Tree,3,Tikanma,0
0.4,0.28,269,42,23.0,141.0,ABS,81,Lightning,0,Tree,42,Warping,0
0.4,0.28,227,105,49.0,257.0,TPU,92,Gyroid,0,Tree,17,Basarili,1
0.8,0.12,261,74,58.0,253.0,TPU,16,Gyroid,1,Yok,30,Ipliklenme,0
0.4,0.08,272,80,50.0,235.0,PETG,82,Cubic,0,Tree,34,Ipliklenme,0
0.4,0.12,219,98,,134.0,PLA,61,Grid,0,Yok,3,Basarili,1
0.4,0.08,247,55,40.0,364.0,PETG,77,Gyroid,0,Tree,8,Basarili,1
0.6,0.08,267,95,56.0,,ASA,68,Grid,1,Yok,44,Basarili,1
0.4,0.28,211,84,28.0,205.0,PLA,35,Grid,1,Yok,14,Basarili,1
0.6,0.08,206,98,,342.0,TPU,8,Lightning,0,Yok,41,Tikanma,0
0.8,0.16,204,89,40.0,70.0,ABS,58,Grid,0,Yok,20,Warping,0
0.4,0.16,237,51,36.0,210.0,ASA,87,Lightning,1,Normal,31,Warping,0
0.4,0.16,221,51,43.0,435.0,PETG,69,Lightning,0,Tree,8,Basarili,1
0.8,0.28,266,72,,388.0,TPU,97,Cubic,0,Yok,47,Spagetti,0
0.4,0.12,274,88,25.0,205.0,PLA,10,Grid,0,Yok,31,Basarili,1
0.6,0.2,229,60,54.0,192.0,PLA,69,Gyroid,0,Yok,15,Basarili,1
0.4,0.08,246,99,56.0,306.0,ABS,93,Gyroid,1,Yok,44,Basarili,1
0.4,0.2,247,91,32.0,156.0,TPU,95,Gyroid,0,Yok,4,Ipliklenme,0
0.6,0.12,205,93,44.0,333.0,TPU,26,Cubic,0,Yok,41,Tikanma,0
0.4,0.12,217,78,51.0,99.0,ASA,21,Lightning,0,Yok,30,Warping,0
0.4,0.28,190,88,20.0,84.0,ASA,63,Lightning,0,Tree,24,Warping,0
0.4,0.16,230,103,54.0,273.0,PLA,33,Gyroid,0,Tree,0,Basarili,1
0.4,0.16,237,65,38.0,205.0,PETG,71,Lightning,0,Yok,2,Basarili,1
0.4,0.12,220,110,31.0,442.0,PLA,21,Lightning,0,Tree,20,Basarili,1
0.4,0.28,225,46,59.0,240.0,ASA,6,Cubic,0,Yok,27,Warping,0
0.8,0.28,222,111,59.0,437.0,ASA,36,Grid,0,Tree,2,Basarili,1
0.4,0.08,222,101,39.0,233.0,ASA,26,Grid,1,Normal,41,Basarili,1
0.4,0.16,271,63,52.0,286.0,PLA,62,Cubic,0,Yok,31,Basarili,1
0.4,0.12,212,79,48.0,346.0,TPU,57,Cubic,0,Yok,31,Tikanma,0
0.6,0.2,249,86,35.0,372.0,PETG,90,Lightning,1,Tree,48,Ipliklenme,0
0.4,0.16,276,47,33.0,353.0,PETG,51,Cubic,0,Yok,29,Basarili,1
0.8,0.08,268,93,26.0,391.0,ASA,8,Lightning,0,Yok,49,Warping,0
0.4,0.28,279,48,25.0,107.0,ABS,42,Grid,1,Tree,12,Warping,0
0.4,0.12,219,42,40.0,88.0,PLA,17,Cubic,0,Yok,33,Basarili,1
0.2,0.16,278,93,55.0,290.0,TPU,65,Lightning,1,Yok,47,Ipliklenme,0
0.4,0.2,234,60,41.0,74.0,ASA,91,Grid,0,Tree,3,Basarili,1
0.4,0.08,269,87,59.0,365.0,ABS,68,Grid,1,Tree,17,Basarili,1
0.4,0.08,228,86,38.0,166.0,ASA,81,Gyroid,0,Tree,31,Warping,0
0.6,0.16,234,107,44.0,391.0,ABS,88,Grid,1,Yok,13,Basarili,1
0.4,0.2,267,102,22.0,419.0,PETG,37,Cubic,1,Yok,31,Ipliklenme,0
0.4,0.08,270,55,55.0,,ABS,42,Cubic,0,Tree,5,Warping,0
0.4,0.12,201,113,53.0,224.0,PETG,33,Lightning,0,Tree,42,Basarili,0
0.6,0.08,221,44,30.0,389.0,PETG,65,Cubic,1,Normal,16,Basarili,1
0.4,0.2,245,50,46.0,277.0,PLA,36,Grid,0,Tree,7,Basarili,1
0.4,0.28,213,68,21.0,302.0,ABS,15,Lightning,0,Tree,34,Warping,0
0.2,0.28,202,109,25.0,429.0,TPU,22,Grid,1,Normal,23,Tikanma,0
0.6,0.16,209,87,21.0,160.0,TPU,49,Gyroid,0,Yok,2,Tikanma,0
0.4,0.2,268,54,36.0,290.0,ABS,25,Lightning,1,Yok,16,Basarili,1
0.4,0.08,245,73,59.0,273.0,PLA,16,Gyroid,1,Yok,35,Basarili,1
0.6,0.08,242,99,33.0,347.0,TPU,24,Lightning,1,Yok,39,Tikanma,0
0.6,0.28,257,101,29.0,101.0,ASA,11,Cubic,0,Yok,16,Warping,0
0.4,0.28,243,41,52.0,270.0,TPU,95,Grid,0,Normal,29,Tikanma,0
0.6,0.12,223,58,31.0,353.0,PLA,75,Lightning,1,Normal,24,Basarili,1
0.4,0.28,217,88,51.0,337.0,PETG,6,Cubic,0,Normal,21,Basarili,1
0.4,0.12,239,67,43.0,201.0,PETG,47,Cubic,0,Yok,36,Basarili,1
0.4,0.08,191,87,33.0,436.0,PETG,25,Cubic,1,Yok,10,Basarili,1
0.2,0.12,215,76,24.0,167.0,PLA,33,Gyroid,0,Yok,11,Basarili,1
0.4,0.12,240,113,24.0,328.0,PETG,36,Cubic,0,Normal,20,Basarili,1
0.8,0.16,236,88,51.0,184.0,PETG,49,Lightning,0,Normal,14,Basarili,1
0.2,0.28,215,87,,258.0,PLA,80,Gyroid,0,Normal,11,Basarili,1
0.4,0.12,273,112,23.0,176.0,ASA,81,Grid,0,Yok,21,Warping,0
0.4,0.08,273,68,,342.0,TPU,63,Cubic,0,Yok,38,Ipliklenme,0
0.8,0.2,264,99,36.0,56.0,PLA,7,Lightning,1,Tree,34,Basarili,1
0.4,0.12,263,68,22.0,271.0,PLA,43,Lightning,0,Yok,41,Basarili,1
0.4,0.28,250,97,32.0,126.0,ABS,55,Gyroid,0,Normal,15,Warping,0
0.2,0.16,212,87,,387.0,PETG,12,Grid,0,Yok,32,Basarili,1
0.4,0.08,226,62,37.0,400.0,ASA,50,Gyroid,0,Yok,42,Warping,0
0.8,0.16,230,66,42.0,,ABS,70,Cubic,0,Yok,48,Warping,0
0.8,0.2,241,46,54.0,383.0,ASA,10,Grid,1,Tree,13,Basarili,1
0.2,0.12,272,88,52.0,387.0,PETG,62,Grid,1,Yok,17,Basarili,1
0.8,0.12,271,93,55.0,276.0,PETG,45,Grid,0,Tree,43,Basarili,1
0.4,0.28,238,107,36.0,324.0,PETG,83,Gyroid,1,Tree,15,Basarili,1
0.6,0.12,216,81,58.0,400.0,TPU,58,Lightning,0,Normal,39,Tikanma,0
0.4,0.08,195,113,53.0,,ASA,80,Gyroid,1,Yok,2,Tikanma,0
0.4,0.2,263,98,31.0,166.0,ASA,45,Lightning,0,Tree,42,Warping,0
0.4,0.16,255,83,24.0,341.0,ABS,52,Gyroid,1,Normal,25,Warping,0
0.4,0.2,213,65,59.0,320.0,PLA,74,Lightning,1,Yok,14,Basarili,1
0.4,0.12,227,62,46.0,206.0,PETG,31,Lightning,1,Normal,35,Basarili,0
0.2,0.16,217,112,59.0,109.0,PETG,51,Grid,0,Yok,26,Basarili,1
0.4,0.28,217,47,32.0,,ABS,81,Lightning,0,Yok,47,Warping,0
0.6,0.2,255,92,45.0,193.0,ASA,27,Cubic,0,Tree,16,Basarili,1
0.4,0.16,250,53,33.0,210.0,TPU,78,Cubic,0,Tree,13,Ipliklenme,0
0.4,0.16,235,110,51.0,138.0,ASA,18,Lightning,0,Normal,1,Basarili,1
0.8,0.16,258,46,30.0,65.0,TPU,65,Lightning,0,Yok,26,Ipliklenme,0
0.2,0.08,264,48,57.0,298.0,TPU,71,Lightning,0,Tree,46,Ipliklenme,0
0.4,0.2,263,42,35.0,147.0,ASA,80,Lightning,0,Normal,23,Warping,0
0.4,0.16,232,56,41.0,153.0,PETG,29,Grid,0,Yok,39,Basarili,1
0.6,0.2,248,83,35.0,349.0,TPU,69,Cubic,0,Normal,44,Ipliklenme,0
0.4,0.16,191,85,32.0,284.0,ABS,28,Grid,0,Yok,34,Tikanma,0
0.4,0.28,204,97,31.0,356.0,ABS,57,Cubic,0,Yok,3,Spagetti,0
0.6,0.28,226,67,37.0,,TPU,77,Lightning,1,Tree,25,Tikanma,0
0.8,0.28,260,53,48.0,310.0,PETG,54,Cubic,0,Tree,35,Ipliklenme,0
0.4,0.12,209,48,37.0,288.0,TPU,5,Cubic,1,Yok,3,Tikanma,0
0.4,0.16,224,65,21.0,311.0,ABS,43,Gyroid,0,Normal,33,Warping,0
0.4,0.12,223,41,21.0,381.0,ABS,78,Gyroid,1,Tree,12,Warping,0
0.6,0.2,275,114,22.0,164.0,ASA,48,Lightning,1,Tree,39,Warping,0
0.4,0.12,220,73,48.0,317.0,PETG,98,Grid,0,Yok,40,Basarili,1
0.2,0.2,276,58,27.0,61.0,ASA,9,Gyroid,0,Yok,0,Basarili,1
0.8,0.2,208,78,30.0,122.0,PLA,72,Lightning,0,Yok,0,Basarili,1
0.4,0.2,257,52,31.0,411.0,TPU,76,Grid,0,Tree,8,Ipliklenme,0
0.4,0.12,213,44,51.0,354.0,ASA,84,Gyroid,0,Tree,10,Warping,0
0.4,0.16,273,89,23.0,227.0,PETG,69,Cubic,1,Yok,15,Ipliklenme,0
0.4,0.12,228,62,28.0,309.0,TPU,83,Gyroid,0,Tree,28,Tikanma,0
0.4,0.16,243,68,43.0,308.0,TPU,92,Lightning,1,Tree,35,Tikanma,0
0.4,0.16,228,111,35.0,449.0,TPU,19,Gyroid,0,Yok,14,Basarili,1
0.4,0.2,206,65,36.0,319.0,TPU,54,Gyroid,0,Normal,38,Tikanma,0
0.4,0.12,208,96,41.0,369.0,TPU,10,Grid,0,Normal,1,Tikanma,0
0.8,0.16,237,40,26.0,169.0,PETG,70,Grid,0,Tree,9,Basarili,1
0.2,0.28,224,67,29.0,218.0,PLA,73,Cubic,1,Normal,48,Basarili,1
0.8,0.16,221,101,48.0,117.0,ABS,43,Lightning,0,Normal,10,Basarili,1
0.4,0.28,236,86,55.0,108.0,PLA,33,Cubic,1,Tree,29,Basarili,0
0.6,0.12,236,98,43.0,179.0,ABS,97,Cubic,1,Normal,22,Basarili,1
0.6,0.12,253,70,33.0,424.0,ASA,92,Gyroid,0,Yok,21,Warping,0
0.4,0.12,235,109,33.0,315.0,TPU,50,Cubic,0,Yok,41,Tikanma,0
0.6,0.16,224,88,44.0,,ASA,35,Grid,1,Yok,35,Warping,0
0.6,0.08,206,44,41.0,139.0,ASA,28,Cubic,0,Yok,28,Warping,0
0.4,0.16,231,70,42.0,406.0,ABS,19,Lightning,0,Yok,44,Warping,0
0.4,0.16,218,76,,203.0,PETG,80,Cubic,0,Tree,31,Basarili,1
0.4,0.2,259,54,45.0,437.0,TPU,24,Lightning,1,Tree,32,Ipliklenme,0
0.6,0.2,206,91,46.0,267.0,ASA,8,Lightning,0,Tree,38,Tikanma,0
0.6,0.16,270,108,31.0,77.0,PLA,62,Cubic,1,Tree,8,Basarili,1
0.6,0.28,203,50,38.0,179.0,TPU,81,Cubic,1,Yok,0,Tikanma,0
0.4,0.2,213,82,38.0,115.0,PETG,65,Cubic,0,Yok,17,Basarili,1
0.6,0.16,246,109,53.0,193.0,TPU,14,Lightning,0,Yok,49,Ipliklenme,0
0.4,0.08,239,62,51.0,429.0,ASA,45,Grid,0,Yok,47,Warping,0
0.4,0.28,246,79,48.0,362.0,PLA,57,Gyroid,0,Tree,21,Basarili,1
0.2,0.12,250,102,40.0,326.0,ASA,91,Cubic,0,Normal,47,Basarili,1
0.4,0.16,228,41,54.0,152.0,PETG,75,Gyroid,0,Yok,36,Basarili,1
0.4,0.16,244,112,24.0,363.0,ABS,80,Cubic,1,Yok,13,Warping,0
0.4,0.28,225,86,31.0,86.0,PLA,52,Lightning,0,Yok,21,Basarili,0
0.4,0.2,226,69,26.0,298.0,PETG,19,Lightning,1,Yok,32,Basarili,1
0.4,0.2,203,55,21.0,448.0,PETG,11,Gyroid,0,Yok,5,Tikanma,0
0.4,0.2,216,98,44.0,205.0,ASA,76,Grid,1,Tree,26,Basarili,0
0.4,0.12,272,86,29.0,181.0,ASA,75,Lightning,0,Tree,5,Warping,0
0.4,0.28,220,69,57.0,96.0,ASA,47,Gyroid,1,Tree,43,Warping,0
0.4,0.28,262,48,25.0,244.0,ABS,8,Lightning,0,Normal,49,Warping,0
0.2,0.2,270,104,46.0,152.0,TPU,55,Cubic,0,Yok,40,Ipliklenme,0
0.4,0.2,272,98,54.0,377.0,TPU,75,Gyroid,0,Tree,15,Ipliklenme,0
0.4,0.08,233,103,29.0,220.0,ASA,63,Gyroid,0,Tree,46,Warping,0
0.4,0.08,257,47,28.0,138.0,ASA,45,Cubic,0,Normal,1,Warping,0
0.4,0.16,237,91,39.0,295.0,ABS,65,Gyroid,1,Tree,36,Basarili,0
0.4,0.16,246,57,56.0,107.0,TPU,34,Cubic,0,Yok,28,Ipliklenme,0
0.6,0.28,264,97,54.0,154.0,ABS,22,Grid,0,Yok,22,Basarili,1
0.4,0.28,211,88,56.0,229.0,PETG,34,Cubic,0,Tree,20,Basarili,1
0.4,0.12,193,71,59.0,118.0,TPU,11,Grid,1,Normal,12,Tikanma,0
0.2,0.12,270,87,27.0,351.0,ASA,56,Gyroid,0,Normal,0,Warping,0
0.4,0.08,261,84,50.0,202.0,PLA,52,Cubic,0,Yok,28,Basarili,1
0.4,0.16,235,93,,74.0,PETG,27,Gyroid,0,Yok,47,Basarili,0
0.4,0.08,248,85,47.0,426.0,PLA,41,Grid,1,Yok,6,Basarili,1
0.4,0.08,223,70,25.0,,ABS,75,Lightning,0,Yok,30,Warping,0
0.4,0.16,200,76,51.0,64.0,ABS,97,Lightning,0,Yok,44,Warping,0
0.4,0.12,220,55,,155.0,ABS,57,Lightning,0,Yok,21,Warping,0
0.6,0.16,200,85,30.0,267.0,ASA,49,Lightning,0,Normal,15,Tikanma,0
0.6,0.2,245,85,42.0,433.0,ABS,53,Lightning,0,Tree,27,Warping,0
0.6,0.2,227,100,49.0,123.0,PLA,53,Grid,0,Tree,43,Basarili,1
0.8,0.2,210,85,28.0,393.0,PETG,86,Lightning,1,Yok,38,Basarili,1
0.2,0.28,199,90,47.0,334.0,ASA,51,Lightning,0,Tree,24,Tikanma,0
0.4,0.12,215,101,43.0,87.0,PETG,29,Gyroid,0,Normal,13,Basarili,1
0.2,0.12,197,74,47.0,246.0,ABS,95,Cubic,0,Normal,49,Warping,0
0.4,0.28,197,81,43.0,,TPU,31,Cubic,0,Yok,20,Tikanma,0
0.6,0.08,249,84,34.0,324.0,ASA,16,Cubic,0,Yok,18,Warping,0
0.4,0.2,261,107,58.0,223.0,ABS,27,Cubic,0,Tree,12,Basarili,1
0.8,0.2,223,114,52.0,354.0,ASA,21,Grid,0,Yok,1,Basarili,1
0.2,0.08,205,86,53.0,93.0,TPU,48,Cubic,1,Yok,35,Tikanma,0
0.8,0.16,202,69,41.0,203.0,PLA,75,Gyroid,0,Yok,13,Basarili,1
0.4,0.16,276,63,48.0,202.0,PLA,28,Grid,0,Yok,33,Basarili,0
0.4,0.12,265,105,53.0,340.0,PLA,75,Lightning,0,Normal,17,Basarili,1
0.4,0.28,211,82,29.0,191.0,TPU,97,Gyroid,0,Tree,23,Tikanma,0
0.4,0.12,216,73,49.0,,PETG,64,Gyroid,1,Tree,29,Basarili,0
0.4,0.16,253,62,30.0,361.0,TPU,57,Lightning,1,Tree,18,Ipliklenme,0
0.4,0.08,191,100,53.0,,TPU,96,Lightning,0,Tree,35,Tikanma,0
0.6,0.12,215,76,40.0,81.0,ABS,91,Gyroid,0,Yok,20,Warping,0
0.4,0.2,272,52,32.0,75.0,PLA,78,Grid,0,Yok,18,Basarili,1
0.4,0.2,258,110,,448.0,ASA,20,Lightning,0,Yok,25,Basarili,1
0.4,0.08,273,46,,304.0,PETG,29,Cubic,1,Yok,34,Ipliklenme,0
0.6,0.16,219,81,20.0,272.0,ASA,70,Gyroid,0,Tree,39,Warping,0
0.4,0.2,197,77,24.0,105.0,ABS,54,Gyroid,0,Yok,3,Basarili,1
0.4,0.2,227,91,41.0,342.0,ABS,73,Lightning,0,Yok,20,Basarili,1
0.4,0.28,250,83,26.0,174.0,PETG,82,Lightning,1,Yok,2,Ipliklenme,0
0.4,0.12,270,103,32.0,279.0,ASA,99,Cubic,0,Normal,4,Warping,0
0.4,0.16,254,52,42.0,102.0,PETG,44,Cubic,0,Normal,42,Ipliklenme,0
0.4,0.12,256,67,40.0,150.0,PETG,10,Cubic,0,Tree,28,Ipliklenme,0
0.4,0.16,235,40,25.0,383.0,PLA,68,Cubic,0,Yok,18,Basarili,1
0.6,0.2,279,82,39.0,341.0,ASA,32,Gyroid,0,Normal,16,Basarili,1
0.4,0.28,261,81,31.0,406.0,PLA,13,Lightning,0,Yok,33,Spagetti,0
0.4,0.12,232,89,59.0,316.0,PLA,10,Grid,0,Yok,19,Basarili,1
0.4,0.2,248,99,28.0,332.0,PLA,21,Lightning,0,Yok,27,Basarili,1
0.8,0.16,235,40,47.0,51.0,TPU,44,Lightning,0,Yok,8,Basarili,1
0.4,0.12,261,90,30.0,71.0,ABS,80,Cubic,0,Normal,2,Warping,0
0.6,0.12,224,55,51.0,115.0,ABS,49,Cubic,1,Yok,9,Warping,0
0.4,0.2,228,78,30.0,,TPU,86,Gyroid,0,Yok,20,Tikanma,0
0.2,0.12,240,54,43.0,,PETG,47,Cubic,0,Yok,40,Basarili,1
0.4,0.28,193,72,34.0,417.0,ASA,50,Gyroid,0,Normal,3,Tikanma,0
0.8,0.28,269,92,54.0,66.0,ASA,67,Lightning,0,Normal,21,Basarili,1
0.4,0.2,266,56,36.0,437.0,ASA,5,Lightning,0,Tree,6,Warping,0
0.6,0.16,273,45,44.0,63.0,PLA,63,Lightning,0,Normal,11,Basarili,1
0.6,0.2,240,70,54.0,56.0,ASA,67,Gyroid,1,Normal,10,Warping,0
0.4,0.28,194,108,38.0,384.0,ASA,83,Gyroid,1,Yok,21,Spagetti,0
0.4,0.08,244,79,50.0,271.0,ASA,22,Gyroid,0,Yok,28,Warping,0
0.4,0.08,209,69,36.0,449.0,ABS,90,Cubic,0,Tree,26,Tikanma,0
0.4,0.12,213,108,42.0,153.0,TPU,86,Grid,0,Normal,46,Tikanma,0
0.6,0.12,225,46,20.0,50.0,PETG,69,Cubic,0,Tree,19,Basarili,1
0.8,0.08,223,52,29.0,336.0,TPU,24,Grid,0,Tree,13,Tikanma,0
0.4,0.28,243,43,27.0,433.0,ASA,60,Cubic,0,Tree,6,Warping,0
0.4,0.12,223,89,45.0,296.0,PETG,58,Lightning,0,Tree,14,Basarili,1
0.6,0.2,272,42,53.0,437.0,PETG,52,Gyroid,0,Normal,45,Ipliklenme,0
0.4,0.2,206,51,38.0,,TPU,58,Cubic,0,Yok,27,Tikanma,0
0.6,0.28,194,104,33.0,,TPU,93,Gyroid,1,Yok,42,Spagetti,0
0.4,0.12,278,66,,361.0,TPU,20,Cubic,0,Tree,9,Ipliklenme,0
0.4,0.2,207,89,20.0,263.0,TPU,24,Lightning,1,Yok,2,Tikanma,0
0.2,0.12,244,56,44.0,92.0,PLA,51,Gyroid,0,Yok,11,Basarili,1
0.4,0.12,242,111,43.0,,ABS,11,Lightning,0,Yok,12,Basarili,1
0.4,0.2,239,71,39.0,291.0,ABS,27,Grid,0,Yok,38,Warping,0
0.4,0.08,261,90,49.0,98.0,ASA,79,Gyroid,1,Normal,43,Basarili,0
0.4,0.2,268,56,24.0,417.0,PLA,37,Cubic,0,Normal,33,Basarili,1
0.6,0.28,234,73,22.0,413.0,PETG,44,Gyroid,0,Normal,0,Basarili,1
0.6,0.16,202,74,51.0,365.0,TPU,9,Grid,1,Normal,37,Tikanma,0
0.4,0.2,205,63,36.0,271.0,ASA,49,Grid,0,Yok,24,Tikanma,0
0.2,0.12,275,93,24.0,399.0,PETG,45,Cubic,1,Yok,18,Ipliklenme,0
0.2,0.12,273,57,30.0,193.0,ABS,12,Lightning,1,Tree,24,Warping,0
0.4,0.2,202,89,57.0,,PETG,85,Gyroid,0,Yok,5,Tikanma,0
0.4,0.16,209,85,23.0,258.0,TPU,86,Lightning,1,Normal,44,Tikanma,0
0.4,0.2,255,87,58.0,148.0,TPU,54,Lightning,0,Normal,3,Ipliklenme,0
0.4,0.16,236,72,38.0,237.0,ABS,95,Cubic,1,Yok,25,Warping,0
0.4,0.16,208,66,,163.0,TPU,35,Gyroid,0,Yok,25,Tikanma,0
0.4,0.28,234,40,42.0,224.0,PLA,8,Grid,0,Yok,25,Basarili,1
0.4,0.12,226,98,36.0,320.0,ASA,70,Cubic,1,Yok,13,Basarili,1
0.8,0.12,243,49,32.0,112.0,ABS,60,Lightning,0,Yok,31,Warping,0
0.4,0.16,195,64,46.0,333.0,ABS,9,Grid,1,Tree,47,Tikanma,0
0.4,0.12,203,96,,274.0,PETG,85,Lightning,0,Normal,27,Tikanma,0
0.4,0.08,193,105,21.0,210.0,ABS,58,Gyroid,0,Yok,1,Warping,0
0.4,0.16,275,54,37.0,85.0,ASA,97,Lightning,1,Normal,40,Warping,0
0.6,0.12,244,67,55.0,430.0,PLA,84,Grid,0,Yok,44,Basarili,1
0.4,0.08,223,52,52.0,190.0,PETG,5,Gyroid,1,Yok,20,Basarili,1
0.8,0.28,216,53,55.0,367.0,ASA,80,Cubic,0,Tree,45,Warping,0
0.4,0.12,196,105,21.0,245.0,ABS,87,Lightning,1,Tree,13,Warping,0
0.4,0.08,192,73,23.0,,TPU,77,Gyroid,1,Normal,36,Tikanma,0
0.6,0.2,236,64,35.0,318.0,TPU,65,Gyroid,0,Tree,1,Basarili,1
0.4,0.2,191,93,23.0,393.0,ASA,11,Cubic,1,Tree,4,Tikanma,0
0.4,0.08,269,51,28.0,89.0,PLA,34,Cubic,0,Normal,37,Basarili,0
0.2,0.16,214,48,40.0,287.0,TPU,19,Grid,1,Tree,1,Tikanma,0
0.2,0.16,249,70,42.0,429.0,ASA,8,Gyroid,0,Normal,0,Warping,0
0.6,0.12,268,92,21.0,271.0,PETG,67,Gyroid,0,Yok,47,Ipliklenme,0
0.4,0.2,213,82,22.0,330.0,ABS,74,Grid,0,Tree,21,Warping,0
